age,avg_year,free_agency_year,fully_guaranteed,player,position,team,total_guaranteed,total_value
27,4500000,2020,"$2,000,000",Jordan Phillips,4-3-defensive-tackle,Bills,2000000,4500000
24,686063,2022,"$284,252",Scott Quessenberry,left-guard,Chargers,284252,2744252
25,5650000,2023,"$10,500,000",Jesse James,tight-end,Lions,10500000,22600000
35,5000000,2020,"$7,500,000",Vernon Davis,tight-end,Redskins,7500000,15000000
29,895000,2020,"$90,000",Nicholas Williams,3-4-defensive-end,Bears,90000,895000
0,4407541,2020,$0,Jonah Williams,right-tackle,Bengals,0,17630162
28,4375000,2022,"$6,000,000",James Hurst,right-tackle,Ravens,8000000,17500000
26,3095000,2020,$0,Jalen Richard,running-back,Raiders,0,3095000
26,3000000,2021,"$3,000,000",Mike Davis,running-back,Bears,3000000,6000000
25,3114413,2021,"$12,457,650",Laremy Tunsil,left-tackle,Dolphins,12457650,12457650
25,525000,2020,$0,Ricky Ortiz,fullback,Falcons,0,1050000
23,495000,2020,$0,Ryan Yurachek,fullback,Raiders,0,495000
36,11000000,2020,"$11,000,000",Larry Fitzgerald,wide-receiver,Cardinals,11000000,11000000
27,10600000,2022,"$11,000,000",Tyler Lockett,wide-receiver,Seahawks,20000000,31800000
29,1050000,2020,"$250,000",Joe Looney,center,Cowboys,250000,2100000
28,1005000,2020,"$100,000",Tyler Shatley,center,Jaguars,100000,1005000
29,10750000,2020,"$8,977,427",Bobby Wagner,inside-linebacker,Seahawks,21977427,43000000
28,10500000,2022,"$18,907,529",Alec Ogletree,inside-linebacker,Giants,31369000,42000000
30,5166667,2022,"$7,250,000",Josh Kline,right-guard,Vikings,7250000,15500000
28,5018333,2022,"$6,005,000",AJ Cann,right-guard,Jaguars,6005000,15055000
32,15000000,2021,"$36,500,000",Josh Norman,defensive-back,Redskins,50000000,75000000
29,14500000,2023,"$34,000,000",Trumaine Johnson,defensive-back,Jets,45000000,72500000
38,21000000,2020,"$36,500,000",Eli Manning,quarterback,Giants,65000000,84000000
38,20812500,2020,"$37,500,000",Philip Rivers,quarterback,Chargers,65000000,83250000
29,4500000,2021,"$6,250,000",Justin Ellis,4-3-defensive-tackle,Raiders,8500000,13500000
27,4250000,2021,"$5,250,000",Johnathan Hankins,4-3-defensive-tackle,Raiders,5250000,8500000
25,678531,2022,"$254,124",Wyatt Teller,left-guard,Bills,254124,2714124
30,11000000,2021,"$22,969,000",Cameron Jordan,defensive-line,Saints,33469000,55000000
0,4955308,2020,$0,T.J. Hockenson,tight-end,Lions,0,19821230
31,4500000,2021,"$8,000,000",Rhett Ellison,tight-end,Giants,8000000,18000000
26,889911,2021,"$898,644",Chris Wormley,3-4-defensive-end,Ravens,898644,3559644
27,4200000,2020,"$900,000",Seantrel Henderson,right-tackle,Texans,1250000,4200000
25,3974415,2020,"$15,897,658",Jack Conklin,right-tackle,Titans,15897658,15897658
0,2983349,2020,$0,Josh Jacobs,running-back,Raiders,0,11933394
27,2900000,2022,"$2,400,000",Raheem Mostert,running-back,49ers,300000,8650000
0,3092903,2020,$0,Andre Dillard,left-tackle,Eagles,0,12371612
2020,3056388,2023,"$12,225,550",Tytus Howard,left-tackle,Texans,12225550,1225550
23,2860478,2022,"$11,339,897",Isaiah Wynn,left-tackle,Patriots,11339897,11441910
2020,495000,2020,$0,Christopher Ezeala,fullback,Ravens,0,495000
25,10250000,2024,"$16,210,624",Sterling Shepard,wide-receiver,Giants,21260624,41000000
25,10000000,2020,"$7,000,000",Devin Funchess,wide-receiver,Colts,7000000,10000000
25,936960,2021,"$936,840",Pat Elflein,center,Vikings,936840,3747840
27,14000000,2022,"$26,800,000",Tyrann Mathieu,safety,Chiefs,26800000,42000000
30,5000000,2024,"$12,500,000",Justin Tucker,kicker,Ravens,12500000,20000000
27,10000000,2024,"$16,163,880",Benardrick McKinney,inside-linebacker,Texans,22163880,50000000
27,10000000,2024,"$11,638,080",Eric Kendricks,inside-linebacker,Vikings,22938080,50000000
30,8000000,2021,"$16,000,000",Demario Davis,inside-linebacker,Saints,16000000,24000000
33,3900000,2023,"$9,118,000",Thomas Morstead,punter,Saints,9118000,15600000
29,3469119,2023,"$4,250,001",Johnny Hekker,punter,Rams,10000001,20814716
32,1175000,2021,"$955,000",Jake McQuaide,long-snapper,Rams,1200000,3525000
29,1150000,2020,"$840,000",Beau Brinkley,long-snapper,Titans,840000,5750000
35,1147500,2021,"$180,000",Clark Harris,long-snapper,Bengals,180000,2295000
30,4500000,2021,"$3,000,000",J.R. Sweezy,right-guard,Cardinals,3000000,9000000
31,4250000,2021,"$4,500,000",Brandon Fusco,right-guard,Falcons,5500000,12750000
28,23500000,2025,"$60,000,000",Khalil Mack,edge-rusher,Bears,90000000,141000000
29,14020000,2023,"$20,026,000",Xavier Rhodes,defensive-back,Vikings,40826000,70100000
29,14010000,2021,"$16,250,000",Patrick Peterson,defensive-back,Cardinals,48000000,70050000
30,20760000,2021,"$41,000,000",Cam Newton,quarterback,Panthers,60000000,103800000
42,20500000,2020,"$28,000,000",Tom Brady,quarterback,Patriots,30000000,41000000
28,4150000,2022,"$4,900,000",Shamar Stephen,4-3-defensive-tackle,Vikings,6000000,12450000
22,659987,2022,"$150,948",Kahlil McKenzie,left-guard,Chiefs,150948,2639948
26,646479,2020,"$245,916",Joe Dahl,left-guard,Lions,245916,2585916
37,4250000,2020,$0,Jason Witten,tight-end,Cowboys,0,4250000
29,4000000,2020,"$1,200,000",Tyler Eifert,tight-end,Bengals,1200000,4000000
26,853380,2020,"$826,520",Jonathan Bullard,3-4-defensive-end,Bears,862520,3413520
27,3095000,2020,$0,George Fant,right-tackle,Seahawks,0,3095000
0,2566438,2020,$0,Kaleb McGary,right-tackle,Falcons,0,10265750
28,2800000,2020,"$1,500,000",Carlos Hyde,running-back,Chiefs,1500000,2800000
27,2758034,2021,"$11,032,134",Garett Bolles,left-tackle,Broncos,11032134,11032134
25,2741745,2021,"$10,966,978",Taylor Decker,left-tackle,Lions,10966978,10966978
26,9500000,2022,"$17,000,000",Jamison Crowder,wide-receiver,Jets,17000000,28500000
31,9375000,2023,"$22,950,000",Golden Tate,wide-receiver,Giants,22950000,37500000
33,895000,2020,"$90,000",Tony Bergstrom,center,Redskins,90000,895000
28,810000,2020,"$90,000",Brett Jones,center,Vikings,90000,810000
25,14000000,2025,"$31,000,000",Landon Collins,safety,Redskins,44500000,84000000
30,13750000,2023,"$32,000,000",Earl Thomas,safety,Ravens,32000000,55000000
37,4971000,2020,$0,Robbie Gould,kicker,49ers,0,4971000
32,4250000,2022,"$8,000,000",Graham Gano,kicker,Panthers,9000000,17000000
27,7500000,2021,"$16,000,000",Avery Williamson,inside-linebacker,Jets,16000000,22500000
0,7328955,2020,$0,Devin White,inside-linebacker,Buccaneers,0,29315818
29,3400069,2021,"$3,175,000",Sam Martin,punter,Lions,5400000,13600276
37,3250000,2021,"$5,000,000",Sam Koch,punter,Ravens,7300000,16250000
33,1135000,2023,"$450,000",Kyle Nelson,long-snapper,49ers,450000,4540000
32,1125000,2021,"$610,000",Nick Sundberg,long-snapper,Redskins,610000,4500000
35,1120000,2020,"$225,000",Zak DeOssie,long-snapper,Giants,225000,1120000
29,4000000,2021,"$5,000,000",Senio Kelemete,right-guard,Texans,5000000,12000000
0,3677185,2020,$0,Chris Lindstrom,right-guard,Falcons,0,14708738
26,3625000,2021,"$3,900,000",Jon Feliciano,right-guard,Bills,3900000,7250000
25,3250000,2020,"$1,500,000",Ereck Flowers,right-guard,Redskins,1500000,3250000
30,19083333,2022,"$42,000,000",Von Miller,3-4-outside-linebacker,Broncos,70000000,114500000
27,14000000,2022,"$18,000,000",Kyle Fuller,defensive-back,Bears,18000000,56000000
32,16000000,2021,"$17,000,000",Andy Dalton,quarterback,Bengals,17000000,96000000
0,8789661,2023,"$35,158,644",Kyler Murray,quarterback,Cardinals,35158644,35158644
28,4000000,2020,"$4,000,000",Beau Allen,4-3-defensive-tackle,Buccaneers,4000000,4000000
31,4000000,2021,"$3,558,823",Corey Peters,4-3-defensive-tackle,Cardinals,6308823,12000000
26,645000,2020,$0,Zach Banner,left-guard,Steelers,0,645000
26,642924,2020,"$231,696",Christian Westerman,left-guard,Bengals,231696,2571696
26,4000000,2021,"$2,000,000",Jeff Heuerman,tight-end,Broncos,2000000,8000000
24,815419,2021,"$744,776",Montravius Adams,3-4-defensive-end,Packers,744776,3261676
25,808878,2021,"$835,856",Tarell Basham,3-4-defensive-end,Jets,835856,3235512
27,2250000,2021,"$600,000",Kendall Lamm,right-tackle,Browns,600000,4500000
25,2222953,2021,"$7,432,291",Ryan Ramczyk,right-tackle,Saints,7432291,8891810
23,2691359,2022,"$9,397,422",Rashaad Penny,running-back,Seahawks,9397422,10765436
26,2667441,2020,"$10,669,762",Melvin Gordon,running-back,Chargers,10669762,10669762
26,2228028,2020,"$7,961,824",DJ Humphries,left-tackle,Cardinals,7961824,8912112
28,2000000,2020,"$400,000",LaAdrian Waddle,left-tackle,Bills,400000,2000000
0,1909732,2020,$0,Greg Little,left-tackle,Panthers,0,7638928
27,9000000,2023,"$9,171,412",Quincy Enunwa,wide-receiver,Jets,20250000,36000000
33,9000000,2022,"$13,000,000",DeSean Jackson,wide-receiver,Eagles,15000000,27000000
23,805379,2022,"$761,516",Mason Cole,center,Cardinals,761516,3221516
31,12000000,2022,"$19,885,000",Reshad Jones,safety,Dolphins,33000000,48000000
29,10500000,2023,"$16,700,000",Lamarcus Joyner,safety,Raiders,21300000,42000000
35,4250000,2021,"$3,700,000",Stephen Gostkowski,kicker,Patriots,3700000,8500000
28,4201500,2023,"$7,295,000",Chris Boswell,kicker,Steelers,7295000,16806000
29,7000000,2020,"$13,500,000",Danny Trevathan,inside-linebacker,Bears,15500000,28000000
30,6200000,2022,"$6,700,000",Vince Williams,inside-linebacker,Steelers,6700000,18600000
33,3183333,2023,"$4,000,000",Brett Kern,punter,Titans,5000000,12550000
32,2900000,2020,"$3,031,176",Matt Bosher,punter,Falcons,5924118,14500000
38,1120000,2020,"$735,000",LP Ladouceur,long-snapper,Cowboys,735000,1120000
38,1120000,2020,"$90,000",Don Muhlbach,long-snapper,Lions,90000,1120000
27,3095000,2020,$0,Trey Hopkins,right-guard,Bengals,0,3095000
28,3000000,2021,"$1,000,000",DJ Fluker,right-guard,Seahawks,1000000,6000000
26,16500000,2023,"$20,000,000",Za’Darius Smith,3-4-outside-linebacker,Packers,20000000,66000000
26,15967200,2020,$0,Jadeveon Clowney,3-4-outside-linebacker,Texans,15967200,15967200
24,8170745,2022,"$32,682,980",Baker Mayfield,quarterback,Browns,32682980,32682980
22,7561924,2022,"$30,247,694",Sam Darnold,quarterback,Jets,30247694,30247694
28,3875000,2021,"$6,500,000",Abry Jones,4-3-defensive-tackle,Jaguars,6500000,15500000
0,3859774,2023,"$15,439,098",Christian Wilkins,4-3-defensive-tackle,Dolphins,15439098,15439098
24,3706060,2022,"$14,824,238",Vita Vea,4-3-defensive-tackle,Buccaneers,14824238,14824238
24,615000,2021,$0,Sean Harlow,left-guard,Falcons,0,1230000
25,600000,2020,$0,Denver Kirkland,left-guard,Raiders,0,1200000
26,600000,2020,$0,Will Holden,left-guard,Cardinals,0,1200000
32,3566667,2021,"$3,600,000",Ed Dickson,tight-end,Seahawks,3600000,10700000
28,3300000,2021,"$1,250,000",Geoff Swaim,tight-end,Jaguars,1250000,6600000
0,786652,2020,$0,Greg Gaines,3-4-defensive-end,Rams,0,3146608
27,755000,2020,$0,T.Y. McGill,3-4-defensive-end,Chargers,0,1510000
25,2066277,2020,"$6,688,045",Germain Ifedi,right-tackle,Seahawks,6688045,8265106
27,2025000,2020,$0,Rashod Hill,right-tackle,Vikings,0,2025000
27,2550000,2021,"$1,600,000",Damien Williams,running-back,Chiefs,2100000,5100000
24,1754532,2021,"$5,173,098",Cam Robinson,left-tackle,Jaguars,5173098,7018128
30,1500000,2020,"$850,000",Bradley Sowell,left-tackle,Bears,850000,3000000
26,9000000,2023,"$12,000,000",Adam Humphries,wide-receiver,Titans,19000000,36000000
29,9000000,2022,"$10,100,000",John Brown,wide-receiver,Bills,11600000,27000000
31,805000,2020,"$520,000",Ben Garland,center,49ers,520000,805000
31,805000,2020,$0,Adam Gettis,center,Falcons,0,805000
30,10250000,2022,"$15,278,000",Harrison Smith,safety,Vikings,28578000,51250000
32,9500000,2020,"$22,000,000",Devin McCourty,safety,Patriots,28500000,47500000
25,4050000,2024,"$9,200,000",Wil Lutz,kicker,Saints,9200000,20250000
26,6025000,2021,"$4,900,000",Denzel Perryman,inside-linebacker,Chargers,4900000,12050000
30,6000000,2021,"$5,750,000",Mark Barron,inside-linebacker,Steelers,5750000,12000000
27,13500000,2024,"$15,900,000",Anthony Barr,4-3-outside-linebacker,Vikings,33000000,67500000
34,2800000,2021,"$3,150,000",Britton Colquitt,punter,Browns,4500000,11200000
25,2750000,2023,"$3,600,000",Bradley Pinion,punter,Buccaneers,3600000,11000000
41,1120000,2020,"$90,000",John Denney,long-snapper,Dolphins,90000,1120000
29,2500000,2020,"$2,500,000",Michael Schofield,right-guard,Chargers,2500000,5000000
31,2500000,2020,"$750,000",Kenny Wiggins,right-guard,Lions,750000,5000000
27,13000000,2023,"$16,000,000",Preston Smith,3-4-outside-linebacker,Packers,16000000,52000000
31,11500000,2021,"$23,788,000",Ryan Kerrigan,3-4-outside-linebacker,Redskins,23788000,57500000
29,13750000,2023,"$20,776,000",Desmond Trufant,defensive-back,Falcons,42026000,68750000
28,13500000,2022,"$26,000,000",A.J. Bouye,defensive-back,Jaguars,26000000,67500000
31,7500000,2020,"$7,500,000",Case Keenum,quarterback,Redskins,7500000,7500000
25,7258109,2021,"$29,032,436",Mitchell Trubisky,quarterback,Bears,29032436,29032436
29,3600000,2021,"$4,900,000",Lawrence Guy,4-3-defensive-tackle,Patriots,6300000,14400000
23,586667,2022,"$5,000",John Leglue,left-guard,Broncos,5000,1760000
24,586667,2022,"$40,000",Alex Bars,left-guard,Bears,40000,1760000
29,3250000,2021,"$1,250,000",Dwayne Allen,tight-end,Dolphins,1250000,6500000
0,3147682,2020,$0,Noah Fant,tight-end,Broncos,0,12590728
23,728089,2022,"$452,356",John Franklin-Myers,3-4-defensive-end,Rams,452356,2912356
26,720000,2020,$0,Joel Heath,3-4-defensive-end,Texans,0,720000
0,1960855,2020,$0,Jawaan Taylor,right-tackle,Jaguars,0,7843418
28,1800000,2020,"$500,000",Denzelle Good,right-tackle,Raiders,500000,1800000
34,2515000,2021,"$1,500,000",Adrian Peterson,running-back,Redskins,1500000,5030000
24,2406674,2022,"$8,389,710",Sony Michel,running-back,Patriots,8389710,9626694
25,1251075,2020,"$2,966,960",Jason Spriggs,left-tackle,Packers,2966960,5004300
25,1045809,2021,"$1,935,617",Dion Dawkins,left-tackle,Bills,1935617,4183234
28,8500000,2022,"$16,500,000",Marqise Lee,wide-receiver,Jaguars,16500000,34000000
27,8000000,2021,"$16,950,000",Kenny Stills,wide-receiver,Dolphins,18950000,32000000
27,8000000,2021,"$14,450,000",Albert Wilson,wide-receiver,Dolphins,14450000,24000000
24,786734,2022,"$686,936",Brian Allen,center,Rams,686936,3146936
27,759480,2020,"$645,420",Graham Glasgow,center,Lions,645420,3037920
26,9000000,2023,"$12,000,000",Adrian Amos,safety,Packers,12000000,36000000
32,8750000,2021,"$16,000,000",Malcolm Jenkins,safety,Eagles,21000000,35000000
27,8500000,2021,"$19,000,000",Tony Jefferson,safety,Ravens,19000000,34000000
35,4025000,2020,"$5,000,000",Mason Crosby,kicker,Packers,5000000,16100000
33,4000000,2023,"$7,500,000",Ryan Succop,kicker,Titans,7500000,20000000
25,13500000,2023,"$14,250,000",Kwon Alexander,traditional-linebacker,49ers,27500000,54000000
27,5500000,2022,"$4,800,000",Preston Brown,inside-linebacker,Bengals,4800000,16500000
36,5250000,2021,"$5,250,000",Thomas Davis,inside-linebacker,Chargers,5250000,10500000
27,5000000,2021,"$6,000,000",Todd Davis,inside-linebacker,Broncos,6000000,15000000
30,11500000,2021,"$15,000,000",Justin Houston,4-3-outside-linebacker,Colts,18500000,23000000
28,11100000,2022,"$15,457,059",Telvin Smith,4-3-outside-linebacker,Jaguars,20457059,44400000
29,10050000,2021,"$10,738,418",Lavonte David,4-3-outside-linebacker,Buccaneers,25556709,50250000
34,2650000,2021,"$1,550,000",Kevin Huber,punter,Bengals,1550000,7950000
27,2506667,2022,"$2,000,000",Michael Palardy,punter,Panthers,2000000,7520000
33,1120000,2021,"$700,000",Morgan Cox,long-snapper,Ravens,700000,5600000
33,1102500,2021,"$620,000",Mike Windt,long-snapper,Chargers,620000,4410000
25,2326078,2020,"$7,585,541",Joshua Garnett,right-guard,49ers,7585541,9304310
37,7666667,2022,"$7,250,000",Cameron Wake,3-4-outside-linebacker,Titans,9750000,23000000
23,6817810,2022,"$27,271,240",Bradley Chubb,3-4-outside-linebacker,Broncos,27271240,27271240
29,13000000,2022,"$31,000,000",Stephon Gilmore,defensive-back,Patriots,40000000,65000000
31,12500000,2021,"$28,800,000",Janoris Jenkins,defensive-back,Giants,28800000,62500000
27,7250000,2020,"$7,250,000",Teddy Bridgewater,quarterback,Saints,7250000,7250000
31,7000000,2020,"$6,750,000",Ryan Tannehill,quarterback,Titans,6750000,7000000
25,3200412,2021,"$12,801,646",Sheldon Rankins,4-3-defensive-tackle,Saints,12801646,12801646
28,3000000,2020,"$3,500,000",Akeem Spence,4-3-defensive-tackle,Dolphins,3500000,9000000
24,585333,2022,"$1,000",Mike Herndon,left-guard,Saints,1000,1756000
2020,585000,2022,$0,Marquez Tucker,left-guard,Bears,0,1755000
31,9000000,2020,"$17,625,000",Jerry Hughes,defensive-line,Bills,22150000,45000000
30,9000000,2021,"$17,425,000",Tyrone Crawford,defensive-line,Cowboys,24675000,45000000
28,3000000,2021,"$3,250,000",Demetrius Harris,tight-end,Browns,3250000,6000000
29,3000000,2020,"$3,225,000",Ryan Griffin,tight-end,Texans,3225000,9000000
26,710000,2021,"$50,000",Tyrone Holmes,3-4-defensive-end,Dolphins,75000,1420000
0,708317,2023,"$313,264",Kingsley Keke,3-4-defensive-end,Packers,313264,2833268
29,1525000,2020,"$400,000",Dennis Kelly,right-tackle,Titans,550000,3050000
28,1400000,2020,"$550,000",Brent Qvale,right-tackle,Jets,550000,1400000
25,2125000,2020,"$1,000,000",Peyton Barber,running-back,Buccaneers,1000000,2125000
36,2000000,2020,"$500,000",Frank Gore,running-back,Bills,500000,2000000
31,1020000,2020,"$90,000",J’Marcus Webb,left-tackle,Colts,90000,1020000
23,993091,2022,"$968,992",Geron Christian,left-tackle,Redskins,968992,3972364
27,8000000,2023,"$12,500,000",Paul Richardson,wide-receiver,Redskins,20000000,40000000
29,8000000,2021,"$13,000,000",Marvin Jones,wide-receiver,Lions,20000000,40000000
25,720000,2020,$0,Joey Hunt,center,Seahawks,0,720000
29,7500000,2022,"$11,250,000",Tashaun Gipson,safety,Texans,11250000,22500000
28,7350000,2022,"$9,000,000",Eric Reid,safety,Panthers,10000000,22050000
47,3875000,2020,"$2,000,000",Adam Vinatieri,kicker,Colts,2000000,3875000
28,3862500,2023,"$5,500,000",Jason Myers,kicker,Seahawks,7000000,15450000
35,3800000,2021,"$3,600,000",Matt Prater,kicker,Lions,5000000,11400000
0,4717940,2020,$0,Devin Bush,inside-linebacker,Steelers,0,18871758
22,4619292,2022,"$18,477,166",Roquan Smith,inside-linebacker,Bears,18477166,18477166
27,9500000,2022,"$14,797,000",Christian Kirksey,4-3-outside-linebacker,Browns,20000000,38000000
27,9000000,2023,"$21,290,000",Anthony Hitchens,4-3-outside-linebacker,Chiefs,25090000,45000000
37,2500000,2021,"$2,965,000",Dustin Colquitt,punter,Chiefs,4015000,7500000
33,1095000,2021,"$700,000",Jeffrey Jansen,long-snapper,Panthers,700000,5475000
27,1077500,2023,"$1,000,000",Joe Cardona,long-snapper,Patriots,1000000,4310000
26,2025000,2020,$0,Evan Boehm,right-guard,Colts,0,2025000
0,1876865,2020,$0,Cody Ford,right-guard,Bills,0,7507460
